city,latitude,longitude,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Islamabad,33.7104,73.1338,2026-02-27 00:00:00+00:00,5,1352.06,0.0,30.52,44.08,8.23,141.99,206.29,204.42
Islamabad,33.7104,73.1338,2026-02-27 01:00:00+00:00,5,1354.92,0.0,30.16,35.93,5.45,139.16,200.24,154.46
Islamabad,33.7104,73.1338,2026-02-27 02:00:00+00:00,5,1390.5,0.01,31.25,29.37,4.32,137.41,196.94,115.79
Islamabad,33.7104,73.1338,2026-02-27 03:00:00+00:00,5,1437.37,0.98,32.56,26.02,4.22,136.49,195.95,92.63
Islamabad,33.7104,73.1338,2026-02-27 04:00:00+00:00,5,1409.72,4.38,26.79,34.64,4.5,132.32,190.85,75.85
Islamabad,33.7104,73.1338,2026-02-27 05:00:00+00:00,5,1401.81,5.74,23.12,47.65,4.64,132.28,189.32,63.05
Islamabad,33.7104,73.1338,2026-02-27 06:00:00+00:00,5,1344.13,4.17,20.14,78.52,5.41,138.85,194.23,52.19
Islamabad,33.7104,73.1338,2026-02-27 07:00:00+00:00,5,461.06,0.4,3.71,149.19,11.08,78.23,128.87,15.15
Islamabad,33.7104,73.1338,2026-02-27 08:00:00+00:00,4,322.72,0.16,1.71,151.79,8.28,59.56,106.8,10.74
Islamabad,33.7104,73.1338,2026-02-27 09:00:00+00:00,4,294.13,0.12,1.51,151.29,7.06,53.58,98.76,10.0
Islamabad,33.7104,73.1338,2026-02-27 10:00:00+00:00,4,302.36,0.13,2.15,150.63,6.64,53.81,98.06,11.57
Islamabad,33.7104,73.1338,2026-02-27 11:00:00+00:00,4,331.17,0.17,3.67,145.43,6.42,55.56,98.44,15.36
Islamabad,33.7104,73.1338,2026-02-27 12:00:00+00:00,4,361.93,0.11,5.8,138.46,6.13,55.86,97.33,18.82
Islamabad,33.7104,73.1338,2026-02-27 13:00:00+00:00,4,462.15,0.02,12.3,117.05,5.71,57.14,98.08,28.12
Islamabad,33.7104,73.1338,2026-02-27 14:00:00+00:00,4,622.34,0.0,20.19,89.5,5.29,61.18,103.88,40.56
Islamabad,33.7104,73.1338,2026-02-27 15:00:00+00:00,4,766.77,0.0,25.48,70.03,4.91,65.99,111.35,50.39
Islamabad,33.7104,73.1338,2026-02-27 16:00:00+00:00,4,867.24,0.0,27.92,56.63,4.73,69.56,116.57,61.82
Islamabad,33.7104,73.1338,2026-02-27 17:00:00+00:00,4,962.53,0.0,29.95,48.66,5.15,74.59,124.17,79.9
Islamabad,33.7104,73.1338,2026-02-27 18:00:00+00:00,5,1052.72,0.0,32.49,42.52,5.63,80.24,131.49,99.45
Islamabad,33.7104,73.1338,2026-02-27 19:00:00+00:00,5,1091.36,0.0,33.35,38.09,5.76,84.21,134.64,116.46
Islamabad,33.7104,73.1338,2026-02-27 20:00:00+00:00,5,1107.42,0.0,32.09,35.13,5.63,89.11,138.57,129.57
Islamabad,33.7104,73.1338,2026-02-27 21:00:00+00:00,5,1129.14,0.0,30.39,32.31,5.34,96.08,145.0,136.94
Islamabad,33.7104,73.1338,2026-02-27 22:00:00+00:00,5,1155.01,0.0,29.07,28.42,4.77,103.73,152.28,133.67
Islamabad,33.7104,73.1338,2026-02-27 23:00:00+00:00,5,1199.11,0.0,28.4,24.51,4.11,112.61,161.34,123.87
Islamabad,33.7104,73.1338,2026-02-28 00:00:00+00:00,5,1251.79,0.01,28.05,20.93,3.44,122.59,171.62,108.47
Islamabad,33.7104,73.1338,2026-02-28 01:00:00+00:00,5,1304.49,0.02,28.28,17.66,3.0,131.83,181.39,92.38
Islamabad,33.7104,73.1338,2026-02-28 02:00:00+00:00,5,1402.06,0.16,30.97,13.13,3.1,140.47,192.14,84.83
Islamabad,33.7104,73.1338,2026-02-28 03:00:00+00:00,5,1538.87,3.04,32.64,10.75,3.42,147.61,202.21,81.78
Islamabad,33.7104,73.1338,2026-02-28 04:00:00+00:00,5,1618.85,8.77,27.43,19.88,3.74,151.53,207.84,78.33
Islamabad,33.7104,73.1338,2026-02-28 05:00:00+00:00,5,1587.54,8.72,24.46,38.02,4.01,153.36,209.61,70.1
Islamabad,33.7104,73.1338,2026-02-28 06:00:00+00:00,5,1502.81,5.38,22.1,75.56,4.38,160.64,215.57,59.54
Islamabad,33.7104,73.1338,2026-02-28 07:00:00+00:00,5,491.13,0.4,3.54,157.24,10.02,77.79,122.56,16.25
Islamabad,33.7104,73.1338,2026-02-28 08:00:00+00:00,4,329.28,0.16,1.56,158.36,7.1,51.93,89.78,11.4
Islamabad,33.7104,73.1338,2026-02-28 09:00:00+00:00,4,290.27,0.13,1.39,156.85,5.8,44.95,78.78,10.02
Islamabad,33.7104,73.1338,2026-02-28 10:00:00+00:00,4,282.96,0.14,1.74,156.27,5.29,42.84,74.91,10.94
Islamabad,33.7104,73.1338,2026-02-28 11:00:00+00:00,4,293.09,0.16,2.6,151.98,5.06,43.39,74.95,13.73
Islamabad,33.7104,73.1338,2026-02-28 12:00:00+00:00,4,310.68,0.11,3.87,146.23,4.94,43.97,75.5,16.49
Islamabad,33.7104,73.1338,2026-02-28 13:00:00+00:00,3,382.06,0.03,8.27,127.73,4.77,45.99,77.99,25.32
Islamabad,33.7104,73.1338,2026-02-28 14:00:00+00:00,3,497.15,0.0,13.66,104.26,4.57,49.92,83.52,38.07
Islamabad,33.7104,73.1338,2026-02-28 15:00:00+00:00,4,597.69,0.0,17.15,88.11,4.41,54.17,90.11,49.33
Islamabad,33.7104,73.1338,2026-02-28 16:00:00+00:00,4,667.85,0.0,18.94,75.34,4.15,58.04,95.6,59.24
Islamabad,33.7104,73.1338,2026-02-28 17:00:00+00:00,4,736.16,0.0,20.39,66.54,4.01,62.98,102.67,68.38
Islamabad,33.7104,73.1338,2026-02-28 18:00:00+00:00,4,786.83,0.0,21.63,60.66,3.87,66.87,107.89,77.0
Islamabad,33.7104,73.1338,2026-02-28 19:00:00+00:00,4,787.45,0.0,21.52,57.15,3.61,67.72,108.19,84.77
Islamabad,33.7104,73.1338,2026-02-28 20:00:00+00:00,4,772.6,0.0,20.23,55.51,3.46,68.37,108.76,93.98
Islamabad,33.7104,73.1338,2026-02-28 21:00:00+00:00,4,757.01,0.0,18.73,54.4,3.37,69.05,109.75,102.84
Islamabad,33.7104,73.1338,2026-02-28 22:00:00+00:00,4,736.65,0.0,17.69,55.57,3.48,69.01,109.93,117.72
Islamabad,33.7104,73.1338,2026-02-28 23:00:00+00:00,4,726.28,0.0,17.1,59.26,3.79,69.45,110.79,135.2
Islamabad,33.7104,73.1338,2026-03-01 00:00:00+00:00,4,723.62,0.0,16.83,61.98,4.05,70.36,112.07,148.15
Islamabad,33.7104,73.1338,2026-03-02 01:00:00+00:00,4,537.41,0.0,13.58,62.55,2.67,59.09,110.37,82.0
Islamabad,33.7104,73.1338,2026-03-02 02:00:00+00:00,4,579.69,0.02,16.81,57.97,2.79,60.42,114.11,80.36
Islamabad,33.7104,73.1338,2026-03-02 03:00:00+00:00,4,672.65,1.3,21.37,49.45,2.81,62.52,119.03,72.78
Islamabad,33.7104,73.1338,2026-03-02 04:00:00+00:00,4,748.88,5.12,19.8,48.86,2.7,63.57,121.75,59.71
Islamabad,33.7104,73.1338,2026-03-02 05:00:00+00:00,4,813.74,7.36,19.2,53.04,2.81,65.28,124.41,54.78
Islamabad,33.7104,73.1338,2026-03-02 06:00:00+00:00,4,847.04,6.87,19.84,68.12,3.11,69.09,128.76,54.36
Islamabad,33.7104,73.1338,2026-03-02 07:00:00+00:00,4,709.82,3.85,15.17,108.39,3.2,66.13,120.14,45.89
Islamabad,33.7104,73.1338,2026-03-02 08:00:00+00:00,4,610.97,2.01,10.99,130.38,2.78,66.38,114.38,32.71
Islamabad,33.7104,73.1338,2026-03-02 09:00:00+00:00,4,488.74,0.93,6.96,148.55,2.67,58.29,100.54,23.04
Islamabad,33.7104,73.1338,2026-03-02 10:00:00+00:00,4,250.79,0.22,2.09,158.29,2.5,33.33,63.82,8.83
Islamabad,33.7104,73.1338,2026-03-02 11:00:00+00:00,4,219.51,0.19,2.15,151.89,2.1,27.45,53.18,7.5
Islamabad,33.7104,73.1338,2026-03-02 12:00:00+00:00,4,215.29,0.16,2.96,144.9,1.93,24.52,48.14,7.67
Islamabad,33.7104,73.1338,2026-03-02 13:00:00+00:00,3,283.47,0.07,8.75,122.8,2.0,23.94,47.1,12.74
Islamabad,33.7104,73.1338,2026-03-02 14:00:00+00:00,3,399.96,0.0,15.87,95.82,2.22,25.37,50.44,20.82
Islamabad,33.7104,73.1338,2026-03-02 15:00:00+00:00,3,487.52,0.0,19.95,78.61,2.37,27.1,55.22,27.45
Islamabad,33.7104,73.1338,2026-03-02 16:00:00+00:00,3,540.36,0.0,21.75,66.26,2.38,28.56,59.39,33.07
Islamabad,33.7104,73.1338,2026-03-02 17:00:00+00:00,3,585.61,0.0,22.69,57.99,2.4,30.59,64.05,38.42
Islamabad,33.7104,73.1338,2026-03-02 18:00:00+00:00,3,617.97,0.0,23.25,52.03,2.38,32.73,67.91,43.54
Islamabad,33.7104,73.1338,2026-03-02 19:00:00+00:00,3,607.98,0.0,21.81,48.6,2.21,34.28,69.31,47.15
Islamabad,33.7104,73.1338,2026-03-02 20:00:00+00:00,3,583.29,0.0,19.09,48.43,1.99,36.13,71.48,48.36
Islamabad,33.7104,73.1338,2026-03-02 21:00:00+00:00,3,557.79,0.0,16.41,49.62,1.8,38.21,74.01,48.24
Islamabad,33.7104,73.1338,2026-03-02 22:00:00+00:00,3,529.12,0.0,14.29,54.1,1.83,40.34,76.53,53.33
Islamabad,33.7104,73.1338,2026-03-02 23:00:00+00:00,3,509.27,0.0,12.95,60.78,1.96,42.64,79.63,61.39
Islamabad,33.7104,73.1338,2026-03-03 00:00:00+00:00,3,497.82,0.0,12.29,65.86,2.07,44.6,82.35,67.71
Islamabad,33.7104,73.1338,2026-03-03 01:00:00+00:00,3,498.7,0.0,12.8,68.83,2.21,46.0,84.5,72.92
Islamabad,33.7104,73.1338,2026-03-03 02:00:00+00:00,3,540.77,0.01,16.23,68.35,2.58,47.7,88.2,76.98
Islamabad,33.7104,73.1338,2026-03-03 03:00:00+00:00,3,622.23,0.87,21.79,65.08,3.11,49.58,92.72,79.46
Islamabad,33.7104,73.1338,2026-03-03 04:00:00+00:00,4,680.66,3.88,20.73,61.97,3.08,50.17,95.12,65.61
Islamabad,33.7104,73.1338,2026-03-03 05:00:00+00:00,4,711.31,5.63,18.72,64.62,3.04,50.66,96.49,55.25
Islamabad,33.7104,73.1338,2026-03-03 06:00:00+00:00,4,702.78,4.93,17.17,80.89,3.21,51.92,97.62,49.04
Islamabad,33.7104,73.1338,2026-03-03 07:00:00+00:00,4,583.57,2.66,12.12,116.51,3.49,50.41,94.25,37.39
Islamabad,33.7104,73.1338,2026-03-03 08:00:00+00:00,3,481.83,1.3,8.01,139.41,3.32,48.59,88.6,25.93
Islamabad,33.7104,73.1338,2026-03-03 09:00:00+00:00,4,384.5,0.63,5.07,154.87,3.29,44.6,80.26,17.86
Islamabad,33.7104,73.1338,2026-03-03 10:00:00+00:00,4,242.34,0.23,2.29,158.46,2.62,31.01,62.23,8.61
Islamabad,33.7104,73.1338,2026-03-03 11:00:00+00:00,4,228.77,0.22,2.77,149.85,2.13,29.5,62.19,8.27
Islamabad,33.7104,73.1338,2026-03-03 12:00:00+00:00,4,237.96,0.18,4.19,140.94,1.97,29.62,64.47,9.12
Islamabad,33.7104,73.1338,2026-03-03 13:00:00+00:00,3,329.86,0.07,11.25,117.74,2.1,31.55,68.57,15.46
Islamabad,33.7104,73.1338,2026-03-03 14:00:00+00:00,3,470.55,0.0,19.49,91.07,2.43,35.23,75.51,25.44
Islamabad,33.7104,73.1338,2026-03-03 15:00:00+00:00,3,578.94,0.0,24.38,75.01,2.76,39.49,83.87,35.84
Islamabad,33.7104,73.1338,2026-03-03 16:00:00+00:00,3,650.37,0.0,26.44,63.65,2.96,43.62,91.02,45.16
Islamabad,33.7104,73.1338,2026-03-03 17:00:00+00:00,3,707.23,0.0,26.99,56.48,2.97,48.27,98.58,49.98
Islamabad,33.7104,73.1338,2026-03-03 18:00:00+00:00,4,737.47,0.0,26.66,53.16,2.8,52.01,103.94,52.55
Islamabad,33.7104,73.1338,2026-03-03 19:00:00+00:00,4,715.09,0.0,24.49,53.15,2.53,53.51,105.03,54.69
Islamabad,33.7104,73.1338,2026-03-03 20:00:00+00:00,4,693.99,0.0,22.1,52.86,2.44,55.57,107.22,59.48
Islamabad,33.7104,73.1338,2026-03-03 21:00:00+00:00,4,683.97,0.0,20.2,52.2,2.47,57.74,109.44,64.86
Islamabad,33.7104,73.1338,2026-03-03 22:00:00+00:00,4,672.55,0.0,18.71,52.63,2.55,59.13,110.14,69.47
Islamabad,33.7104,73.1338,2026-03-03 23:00:00+00:00,4,666.71,0.0,17.42,52.64,2.51,60.52,110.75,70.01
Islamabad,33.7104,73.1338,2026-03-04 00:00:00+00:00,4,665.74,0.0,16.86,50.93,2.3,61.83,111.15,66.36
Islamabad,33.7104,73.1338,2026-03-05 01:00:00+00:00,5,766.92,0.0,17.11,74.18,4.49,91.33,143.77,106.12
Islamabad,33.7104,73.1338,2026-03-05 02:00:00+00:00,5,801.72,0.02,20.84,71.48,4.76,89.55,142.67,108.62
Islamabad,33.7104,73.1338,2026-03-05 03:00:00+00:00,5,876.94,0.81,27.16,67.59,5.21,87.69,142.95,110.04
Islamabad,33.7104,73.1338,2026-03-05 04:00:00+00:00,5,936.6,3.62,28.39,69.73,5.56,85.88,143.05,108.77
Islamabad,33.7104,73.1338,2026-03-05 05:00:00+00:00,5,968.27,5.33,27.59,81.58,5.8,85.55,143.62,107.33
Islamabad,33.7104,73.1338,2026-03-05 06:00:00+00:00,5,954.23,4.68,25.74,107.05,6.01,88.17,146.52,103.98
Islamabad,33.7104,73.1338,2026-03-05 07:00:00+00:00,5,871.22,2.98,20.85,144.78,6.17,93.32,154.12,93.64
Islamabad,33.7104,73.1338,2026-03-05 08:00:00+00:00,5,776.43,1.6,14.44,174.02,5.78,101.42,160.85,69.29
Islamabad,33.7104,73.1338,2026-03-05 09:00:00+00:00,5,655.79,0.8,9.04,191.77,5.56,95.77,153.74,45.76
Islamabad,33.7104,73.1338,2026-03-05 10:00:00+00:00,4,401.56,0.32,3.99,179.96,4.84,61.15,120.09,20.48
Islamabad,33.7104,73.1338,2026-03-05 11:00:00+00:00,4,355.08,0.27,4.25,166.18,4.14,57.27,117.1,16.26
Islamabad,33.7104,73.1338,2026-03-05 12:00:00+00:00,4,357.96,0.21,5.97,153.84,3.83,57.1,118.23,16.05
Islamabad,33.7104,73.1338,2026-03-05 13:00:00+00:00,4,434.87,0.06,12.41,130.65,3.66,59.28,122.4,20.18
Islamabad,33.7104,73.1338,2026-03-05 14:00:00+00:00,4,551.51,0.0,19.27,103.91,3.56,63.31,129.47,27.39
Islamabad,33.7104,73.1338,2026-03-05 15:00:00+00:00,4,635.35,0.0,23.03,86.63,3.45,67.46,137.51,34.97
Islamabad,33.7104,73.1338,2026-03-05 16:00:00+00:00,4,677.29,0.0,24.02,74.54,3.27,70.33,142.51,41.6
Islamabad,33.7104,73.1338,2026-03-05 17:00:00+00:00,4,712.07,0.0,23.9,66.2,3.0,73.83,148.18,45.18
Islamabad,33.7104,73.1338,2026-03-05 18:00:00+00:00,5,727.24,0.0,23.33,60.04,2.63,75.44,150.05,47.08
Islamabad,33.7104,73.1338,2026-03-05 19:00:00+00:00,4,704.46,0.0,21.45,56.52,2.27,74.75,147.09,50.44
Islamabad,33.7104,73.1338,2026-03-05 20:00:00+00:00,5,684.84,0.0,19.54,56.38,2.18,75.88,147.5,59.18
Islamabad,33.7104,73.1338,2026-03-05 21:00:00+00:00,5,680.31,0.0,18.22,56.31,2.18,77.88,149.53,68.06
Islamabad,33.7104,73.1338,2026-03-05 22:00:00+00:00,5,683.32,0.0,17.43,56.54,2.25,79.66,151.6,77.63
Islamabad,33.7104,73.1338,2026-03-05 23:00:00+00:00,5,694.59,0.0,17.08,55.95,2.4,82.45,155.69,89.17
Islamabad,33.7104,73.1338,2026-03-06 00:00:00+00:00,5,719.04,0.0,17.59,52.65,2.57,86.24,161.22,100.58
Islamabad,33.7104,73.1338,2026-03-06 01:00:00+00:00,5,756.5,0.0,19.37,46.5,2.74,90.26,166.96,109.57
Islamabad,33.7104,73.1338,2026-03-06 02:00:00+00:00,5,849.98,0.02,24.7,36.51,3.02,95.19,175.63,115.13
Islamabad,33.7104,73.1338,2026-03-06 03:00:00+00:00,5,1010.2,2.38,31.77,25.76,3.36,100.76,185.69,115.32
Islamabad,33.7104,73.1338,2026-03-06 04:00:00+00:00,5,1143.61,9.33,28.22,25.17,2.85,105.11,191.83,84.38
Islamabad,33.7104,73.1338,2026-03-06 05:00:00+00:00,5,1196.55,11.43,25.64,33.27,2.56,108.65,195.45,62.33
Islamabad,33.7104,73.1338,2026-03-06 06:00:00+00:00,5,1188.63,8.67,25.16,55.69,2.54,115.25,200.71,51.36
Islamabad,33.7104,73.1338,2026-03-06 07:00:00+00:00,5,635.08,1.14,7.79,133.05,3.54,97.06,179.72,26.37
Islamabad,33.7104,73.1338,2026-03-06 08:00:00+00:00,5,476.66,0.37,3.56,157.86,3.36,87.15,162.54,17.78
Islamabad,33.7104,73.1338,2026-03-06 09:00:00+00:00,5,423.95,0.24,2.72,167.07,3.47,85.05,154.8,14.12
Islamabad,33.7104,73.1338,2026-03-06 10:00:00+00:00,5,383.02,0.19,2.55,171.87,3.61,80.47,142.61,11.36
Islamabad,33.7104,73.1338,2026-03-06 11:00:00+00:00,5,375.65,0.19,3.29,169.5,3.74,78.19,132.93,10.88
Islamabad,33.7104,73.1338,2026-03-06 12:00:00+00:00,5,391.79,0.14,4.78,165.55,4.1,78.28,127.64,11.48
Islamabad,33.7104,73.1338,2026-03-06 13:00:00+00:00,5,491.91,0.04,11.84,143.79,4.46,80.81,127.35,17.5
Islamabad,33.7104,73.1338,2026-03-06 14:00:00+00:00,5,638.61,0.0,19.96,116.39,4.75,85.48,132.8,28.34
Islamabad,33.7104,73.1338,2026-03-06 15:00:00+00:00,5,752.5,0.0,25.34,100.33,5.12,89.84,139.67,40.9
Islamabad,33.7104,73.1338,2026-03-06 16:00:00+00:00,5,828.18,0.0,28.15,91.72,5.71,94.13,145.62,55.27
Islamabad,33.7104,73.1338,2026-03-06 17:00:00+00:00,5,904.46,0.0,29.66,85.29,6.25,101.1,154.66,67.35
Islamabad,33.7104,73.1338,2026-03-06 18:00:00+00:00,5,974.47,0.0,30.9,76.82,6.46,107.07,161.55,74.94
Islamabad,33.7104,73.1338,2026-03-06 19:00:00+00:00,5,1008.46,0.0,30.32,67.84,6.19,110.28,162.95,77.06
Islamabad,33.7104,73.1338,2026-03-06 20:00:00+00:00,5,1026.71,0.0,28.02,60.4,5.76,113.8,164.89,78.81
Islamabad,33.7104,73.1338,2026-03-06 21:00:00+00:00,5,1022.9,0.0,25.08,52.76,5.04,116.62,166.32,77.84
Islamabad,33.7104,73.1338,2026-03-06 22:00:00+00:00,5,997.69,0.0,21.64,42.29,3.17,117.06,163.33,59.54
Islamabad,33.7104,73.1338,2026-03-06 23:00:00+00:00,5,978.15,0.0,19.02,35.83,2.09,119.08,163.51,48.22
Islamabad,33.7104,73.1338,2026-03-07 00:00:00+00:00,5,959.94,0.0,16.67,33.08,1.65,123.2,167.66,41.34
Islamabad,33.7104,73.1338,2026-03-07 01:00:00+00:00,5,941.22,0.0,13.96,36.21,1.7,130.8,178.12,33.13
Islamabad,33.7104,73.1338,2026-03-07 02:00:00+00:00,5,966.56,0.0,13.55,37.36,1.78,140.66,190.08,27.13
Islamabad,33.7104,73.1338,2026-03-07 03:00:00+00:00,5,1025.18,0.34,14.99,38.51,2.1,151.07,202.96,22.77
Islamabad,33.7104,73.1338,2026-03-07 04:00:00+00:00,5,1023.46,1.03,12.06,57.83,3.14,164.57,221.75,17.88
Islamabad,33.7104,73.1338,2026-03-07 05:00:00+00:00,5,1016.36,1.29,9.88,80.01,3.77,170.99,229.88,17.2
Islamabad,33.7104,73.1338,2026-03-07 06:00:00+00:00,5,981.26,0.89,7.47,112.6,4.36,172.41,231.85,17.63
Islamabad,33.7104,73.1338,2026-03-07 07:00:00+00:00,5,580.1,0.32,3.27,152.49,8.12,117.46,186.92,9.99
Islamabad,33.7104,73.1338,2026-03-07 08:00:00+00:00,5,438.15,0.21,2.21,160.95,8.45,98.99,170.98,7.68
Islamabad,33.7104,73.1338,2026-03-07 09:00:00+00:00,5,387.37,0.17,1.98,164.86,8.38,93.26,165.89,7.01
Islamabad,33.7104,73.1338,2026-03-07 10:00:00+00:00,5,360.3,0.15,2.26,166.37,8.19,90.6,162.41,7.16
Islamabad,33.7104,73.1338,2026-03-07 11:00:00+00:00,5,356.62,0.14,3.2,161.05,7.76,88.33,157.05,8.53
Islamabad,33.7104,73.1338,2026-03-07 12:00:00+00:00,5,361.67,0.09,4.66,153.85,7.39,85.2,151.38,9.99
Islamabad,33.7104,73.1338,2026-03-07 13:00:00+00:00,5,406.96,0.02,8.52,137.42,6.84,83.37,146.72,15.15
Islamabad,33.7104,73.1338,2026-03-07 14:00:00+00:00,5,479.35,0.0,12.72,117.91,6.29,82.92,143.93,23.89
Islamabad,33.7104,73.1338,2026-03-07 15:00:00+00:00,5,538.25,0.0,15.54,105.76,6.03,82.43,141.82,33.8
Islamabad,33.7104,73.1338,2026-03-07 16:00:00+00:00,5,578.44,0.0,17.45,93.44,5.68,81.65,138.25,43.82
Islamabad,33.7104,73.1338,2026-03-07 17:00:00+00:00,5,622.95,0.0,18.96,81.88,5.24,82.88,138.48,52.25
Islamabad,33.7104,73.1338,2026-03-07 18:00:00+00:00,5,661.59,0.0,19.98,72.15,4.73,85.04,139.99,57.75
Islamabad,33.7104,73.1338,2026-03-07 19:00:00+00:00,5,673.31,0.0,19.8,63.66,4.11,86.69,139.45,60.29
Islamabad,33.7104,73.1338,2026-03-07 20:00:00+00:00,5,677.32,0.0,18.55,58.19,3.57,88.9,139.77,61.78
Islamabad,33.7104,73.1338,2026-03-07 21:00:00+00:00,5,676.46,0.0,16.9,54.12,3.08,90.28,138.86,61.1
Islamabad,33.7104,73.1338,2026-03-07 22:00:00+00:00,5,666.5,0.0,15.16,52.49,2.69,90.03,135.72,58.4
Islamabad,33.7104,73.1338,2026-03-07 23:00:00+00:00,5,657.18,0.0,13.65,51.91,2.26,89.04,132.1,53.25
Islamabad,33.7104,73.1338,2026-03-08 00:00:00+00:00,5,649.92,0.0,12.65,50.5,1.85,87.4,128.01,45.95
Islamabad,33.7104,73.1338,2026-03-08 01:00:00+00:00,5,638.24,0.0,12.11,48.62,1.59,83.78,121.8,39.01
Islamabad,33.7104,73.1338,2026-03-08 02:00:00+00:00,5,659.59,0.01,13.82,45.74,1.64,80.14,117.52,37.41
Islamabad,33.7104,73.1338,2026-03-08 03:00:00+00:00,5,712.56,0.75,17.28,43.85,1.93,77.6,115.51,39.71
Islamabad,33.7104,73.1338,2026-03-08 04:00:00+00:00,5,757.01,3.61,16.91,49.79,2.27,75.11,113.81,43.98
Islamabad,33.7104,73.1338,2026-03-08 05:00:00+00:00,4,768.53,4.71,16.45,61.6,2.51,71.16,109.51,46.84
Islamabad,33.7104,73.1338,2026-03-08 06:00:00+00:00,4,737.8,3.72,15.39,85.77,2.8,69.23,105.97,46.6
Islamabad,33.7104,73.1338,2026-03-08 07:00:00+00:00,5,658.69,2.0,12.36,122.68,3.13,76.37,114.11,43.36
Islamabad,33.7104,73.1338,2026-03-08 08:00:00+00:00,5,611.31,1.1,10.09,146.14,3.09,81.4,117.64,41.39
Islamabad,33.7104,73.1338,2026-03-08 09:00:00+00:00,5,585.65,0.77,9.17,160.9,3.13,83.45,118.47,41.05
Islamabad,33.7104,73.1338,2026-03-08 10:00:00+00:00,5,581.81,0.59,10.05,173.8,3.34,85.23,119.91,44.7
Islamabad,33.7104,73.1338,2026-03-08 11:00:00+00:00,5,587.08,0.42,12.41,178.18,3.6,85.86,120.26,49.9
Islamabad,33.7104,73.1338,2026-03-08 12:00:00+00:00,5,603.25,0.24,15.9,172.79,3.83,83.18,117.7,54.23
Islamabad,33.7104,73.1338,2026-03-08 13:00:00+00:00,5,643.04,0.06,20.65,157.54,4.04,80.5,115.41,59.24
Islamabad,33.7104,73.1338,2026-03-08 14:00:00+00:00,5,673.59,0.0,22.49,135.72,4.13,77.76,113.56,63.27
Islamabad,33.7104,73.1338,2026-03-08 15:00:00+00:00,4,662.29,0.0,22.23,112.52,3.91,72.51,109.41,62.64
Islamabad,33.7104,73.1338,2026-03-08 16:00:00+00:00,4,630.74,0.0,20.97,90.81,3.48,65.74,103.16,60.08
Islamabad,33.7104,73.1338,2026-03-08 17:00:00+00:00,4,630.44,0.0,20.99,81.18,3.48,62.96,101.74,66.4
Islamabad,33.7104,73.1338,2026-03-08 18:00:00+00:00,4,645.22,0.0,21.84,74.72,3.55,62.0,101.63,75.46
Islamabad,33.7104,73.1338,2026-03-08 19:00:00+00:00,4,653.74,0.0,22.25,70.12,3.61,62.0,101.08,85.46
Islamabad,33.7104,73.1338,2026-03-08 20:00:00+00:00,4,664.23,0.0,22.04,67.33,3.7,63.82,103.0,96.06
Islamabad,33.7104,73.1338,2026-03-08 21:00:00+00:00,4,675.46,0.0,21.24,64.56,3.76,66.22,105.82,104.52
Islamabad,33.7104,73.1338,2026-03-08 22:00:00+00:00,4,673.33,0.0,20.0,61.02,3.66,67.4,106.94,108.03
Islamabad,33.7104,73.1338,2026-03-08 23:00:00+00:00,4,670.25,0.0,18.81,57.52,3.49,68.73,108.34,108.05
Islamabad,33.7104,73.1338,2026-03-09 00:00:00+00:00,4,672.72,0.0,17.98,53.33,3.18,70.16,109.83,102.9
Islamabad,33.7104,73.1338,2026-03-09 01:00:00+00:00,4,677.26,0.0,17.72,47.89,2.73,70.83,110.51,90.1
Islamabad,33.7104,73.1338,2026-03-09 02:00:00+00:00,4,729.68,0.01,20.67,39.46,2.64,72.46,114.21,83.25
Islamabad,33.7104,73.1338,2026-03-09 03:00:00+00:00,5,850.75,1.52,26.36,30.0,2.83,75.31,120.47,80.71
Islamabad,33.7104,73.1338,2026-03-09 04:00:00+00:00,5,968.28,6.2,27.36,31.62,3.18,78.79,126.97,83.64
Islamabad,33.7104,73.1338,2026-03-09 05:00:00+00:00,5,1030.22,8.35,27.82,44.46,3.62,82.26,132.09,89.46
Islamabad,33.7104,73.1338,2026-03-09 06:00:00+00:00,5,1050.96,7.44,28.03,69.43,3.94,88.24,138.24,92.11
Islamabad,33.7104,73.1338,2026-03-09 07:00:00+00:00,5,850.71,1.69,24.36,107.61,4.13,86.63,131.65,81.15
Islamabad,33.7104,73.1338,2026-03-09 08:00:00+00:00,5,745.03,1.58,18.53,123.1,3.61,83.31,123.32,65.83
Islamabad,33.7104,73.1338,2026-03-09 09:00:00+00:00,5,604.86,1.11,11.15,140.91,3.15,76.01,111.7,44.26
Islamabad,33.7104,73.1338,2026-03-09 10:00:00+00:00,4,460.89,0.53,6.36,147.36,2.88,59.06,91.23,25.39
Islamabad,33.7104,73.1338,2026-03-09 11:00:00+00:00,4,485.2,0.48,8.73,134.46,2.77,60.11,92.12,23.63
Islamabad,33.7104,73.1338,2026-03-09 12:00:00+00:00,4,523.86,0.3,13.0,119.93,2.8,58.52,90.53,25.76
Islamabad,33.7104,73.1338,2026-03-09 13:00:00+00:00,4,567.09,0.04,17.42,106.33,2.99,55.9,88.42,29.76
Islamabad,33.7104,73.1338,2026-03-09 14:00:00+00:00,4,584.64,0.0,18.35,94.0,3.04,52.49,85.34,29.07
